Mod:Item:MetaData, Localized Name
undergroundbiomes:igneous_brick_stairs:2, Rhyolite Brick Stairs
undergroundbiomes:igneous_brick_stairs:3, Andesite Brick Stairs
undergroundbiomes:igneous_brick_stairs:4, Gabbro Brick Stairs
undergroundbiomes:igneous_brick_stairs:5, Basalt Brick Stairs
undergroundbiomes:igneous_brick_stairs:6, Komatiite Brick Stairs
undergroundbiomes:igneous_brick_stairs:7, Dacite Brick Stairs
undergroundbiomes:metamorphic_stone_stairs:0, Gneiss Stairs
undergroundbiomes:metamorphic_stone_stairs:1, Eclogite Stairs
undergroundbiomes:metamorphic_stone_stairs:2, Marble Stairs
undergroundbiomes:metamorphic_stone_stairs:3, Quartzite Stairs
undergroundbiomes:metamorphic_stone_stairs:4, Blue Schist Stairs
undergroundbiomes:metamorphic_stone_stairs:5, Green Schist Stairs
undergroundbiomes:metamorphic_stone_stairs:6, Soapstone Stairs
undergroundbiomes:metamorphic_stone_stairs:7, Migmatite Stairs
undergroundbiomes:metamorphic_cobble_stairs:0, Gneiss Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:1, Eclogite Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:2, Marble Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:3, Quartzite Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:4, Blue Schist Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:5, Green Schist Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:6, Soapstone Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:7, Migmatite Cobblestone Stairs
undergroundbiomes:metamorphic_brick_stairs:0, Gneiss Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:1, Eclogite Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:2, Marble Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:3, Quartzite Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:4, Blue Schist Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:5, Green Schist Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:6, Soapstone Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:7, Migmatite Brick Stairs
undergroundbiomes:sedimentary_stone_stairs:0, Limestone Stairs
undergroundbiomes:sedimentary_stone_stairs:1, Chalk Stairs
undergroundbiomes:sedimentary_stone_stairs:2, Shale Stairs
undergroundbiomes:sedimentary_stone_stairs:3, Siltstone Stairs
undergroundbiomes:sedimentary_stone_stairs:4, Lignite Block Stairs
undergroundbiomes:sedimentary_stone_stairs:5, Dolomite Stairs
undergroundbiomes:sedimentary_stone_stairs:6, Greywacke Stairs
undergroundbiomes:sedimentary_stone_stairs:7, Chert Stairs
undergroundbiomes:igneous_stone_forestry_resources:0, Red Granite Apatite Ore
undergroundbiomes:igneous_stone_forestry_resources:1, Black Granite Apatite Ore
undergroundbiomes:igneous_stone_forestry_resources:2, Rhyolite Apatite Ore
undergroundbiomes:igneous_stone_forestry_resources:3, Andesite Apatite Ore
undergroundbiomes:igneous_stone_forestry_resources:4, Gabbro Apatite Ore
undergroundbiomes:igneous_stone_forestry_resources:5, Basalt Apatite Ore
undergroundbiomes:igneous_stone_forestry_resources:6, Komatiite Apatite Ore
undergroundbiomes:igneous_stone_forestry_resources:7, Dacite Apatite Ore
undergroundbiomes:metamorphic_stone_forestry_resources:0, Gneiss Apatite Ore
undergroundbiomes:metamorphic_stone_forestry_resources:1, Eclogite Apatite Ore
undergroundbiomes:metamorphic_stone_forestry_resources:2, Marble Apatite Ore
undergroundbiomes:metamorphic_stone_forestry_resources:3, Quartzite Apatite Ore
undergroundbiomes:metamorphic_stone_forestry_resources:4, Blue Schist Apatite Ore
undergroundbiomes:metamorphic_stone_forestry_resources:5, Green Schist Apatite Ore
undergroundbiomes:metamorphic_stone_forestry_resources:6, Soapstone Apatite Ore
undergroundbiomes:metamorphic_stone_forestry_resources:7, Migmatite Apatite Ore
undergroundbiomes:sedimentary_stone_forestry_resources:0, Limestone Apatite Ore
undergroundbiomes:sedimentary_stone_forestry_resources:1, Chalk Apatite Ore
undergroundbiomes:sedimentary_stone_forestry_resources:2, Shale Apatite Ore
undergroundbiomes:sedimentary_stone_forestry_resources:3, Siltstone Apatite Ore
undergroundbiomes:sedimentary_stone_forestry_resources:4, Lignite Block Apatite Ore
undergroundbiomes:sedimentary_stone_forestry_resources:5, Dolomite Apatite Ore
undergroundbiomes:sedimentary_stone_forestry_resources:6, Greywacke Apatite Ore
undergroundbiomes:sedimentary_stone_forestry_resources:7, Chert Apatite Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:0, Red Granite Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:1, Black Granite Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:2, Rhyolite Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:3, Andesite Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:4, Gabbro Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:5, Basalt Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:6, Komatiite Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:7, Dacite Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:0, Gneiss Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:1, Eclogite Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:2, Marble Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:3, Quartzite Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:4, Blue Schist Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:5, Green Schist Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:6, Soapstone Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:7, Migmatite Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:0, Limestone Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:1, Chalk Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:2, Shale Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:3, Siltstone Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:4, Lignite Block Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:5, Dolomite Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:6, Greywacke Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:7, Chert Magnesium Ore
undergroundbiomes:igneous_stone_dungeontactics_mithril_ore:0, Red Granite Mithril Ore
undergroundbiomes:igneous_stone_dungeontactics_mithril_ore:1, Black Granite Mithril Ore
undergroundbiomes:igneous_stone_dungeontactics_mithril_ore:2, Rhyolite Mithril Ore
undergroundbiomes:igneous_stone_dungeontactics_mithril_ore:3, Andesite Mithril Ore
undergroundbiomes:igneous_stone_dungeontactics_mithril_ore:4, Gabbro Mithril Ore
undergroundbiomes:igneous_stone_dungeontactics_mithril_ore:5, Basalt Mithril Ore
undergroundbiomes:igneous_stone_dungeontactics_mithril_ore:6, Komatiite Mithril Ore
undergroundbiomes:igneous_stone_dungeontactics_mithril_ore:7, Dacite Mithril Ore
undergroundbiomes:metamorphic_stone_dungeontactics_mithril_ore:0, Gneiss Mithril Ore
undergroundbiomes:metamorphic_stone_dungeontactics_mithril_ore:1, Eclogite Mithril Ore
undergroundbiomes:metamorphic_stone_dungeontactics_mithril_ore:2, Marble Mithril Ore
undergroundbiomes:metamorphic_stone_dungeontactics_mithril_ore:3, Quartzite Mithril Ore
undergroundbiomes:metamorphic_stone_dungeontactics_mithril_ore:4, Blue Schist Mithril Ore
undergroundbiomes:metamorphic_stone_dungeontactics_mithril_ore:5, Green Schist Mithril Ore
undergroundbiomes:metamorphic_stone_dungeontactics_mithril_ore:6, Soapstone Mithril Ore
undergroundbiomes:metamorphic_stone_dungeontactics_mithril_ore:7, Migmatite Mithril Ore
undergroundbiomes:sedimentary_stone_dungeontactics_mithril_ore:0, Limestone Mithril Ore
undergroundbiomes:sedimentary_stone_dungeontactics_mithril_ore:1, Chalk Mithril Ore
undergroundbiomes:sedimentary_stone_dungeontactics_mithril_ore:2, Shale Mithril Ore
undergroundbiomes:sedimentary_stone_dungeontactics_mithril_ore:3, Siltstone Mithril Ore
undergroundbiomes:sedimentary_stone_dungeontactics_mithril_ore:4, Lignite Block Mithril Ore
undergroundbiomes:sedimentary_stone_dungeontactics_mithril_ore:5, Dolomite Mithril Ore
undergroundbiomes:sedimentary_stone_dungeontactics_mithril_ore:6, Greywacke Mithril Ore
undergroundbiomes:sedimentary_stone_dungeontactics_mithril_ore:7, Chert Mithril Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:0, Red Granite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:1, Black Granite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:2, Rhyolite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:3, Andesite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:4, Gabbro Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:5, Basalt Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:6, Komatiite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:7, Dacite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:0, Gneiss Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:1, Eclogite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:2, Marble Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:3, Quartzite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:4, Blue Schist Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:5, Green Schist Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:6, Soapstone Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:7, Migmatite Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:0, Limestone Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:1, Chalk Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:2, Shale Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:3, Siltstone Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:4, Lignite Block Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:5, Dolomite Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:6, Greywacke Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:7, Chert Topaz Ore
undergroundbiomes:igneous_stone_lapis_ore:0, Red Granite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:1, Black Granite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:2, Rhyolite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:3, Andesite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:4, Gabbro Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:5, Basalt Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:6, Komatiite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:7, Dacite Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:0, Gneiss Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:1, Eclogite Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:2, Marble Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:3, Quartzite Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:4, Blue Schist Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:5, Green Schist Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:6, Soapstone Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:7, Migmatite Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:0, Limestone Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:1, Chalk Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:2, Shale Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:3, Siltstone Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:4, Lignite Block Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:5, Dolomite Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:6, Greywacke Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:7, Chert Lapis Lazuli Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:0, Red Granite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:1, Black Granite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:2, Rhyolite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:3, Andesite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:4, Gabbro Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:5, Basalt Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:6, Komatiite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:7, Dacite Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:0, Gneiss Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:1, Eclogite Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:2, Marble Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:3, Quartzite Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:4, Blue Schist Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:5, Green Schist Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:6, Soapstone Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:7, Migmatite Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:0, Limestone Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:1, Chalk Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:2, Shale Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:3, Siltstone Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:4, Lignite Block Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:5, Dolomite Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:6, Greywacke Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:7, Chert Amber Ore
undergroundbiomes:igneous_stone_techreborn_ore:0, Red Granite Galena Ore
undergroundbiomes:igneous_stone_techreborn_ore:1, Black Granite Galena Ore
undergroundbiomes:igneous_stone_techreborn_ore:2, Rhyolite Galena Ore
undergroundbiomes:igneous_stone_techreborn_ore:3, Andesite Galena Ore
undergroundbiomes:igneous_stone_techreborn_ore:4, Gabbro Galena Ore
undergroundbiomes:igneous_stone_techreborn_ore:5, Basalt Galena Ore
undergroundbiomes:igneous_stone_techreborn_ore:6, Komatiite Galena Ore
undergroundbiomes:igneous_stone_techreborn_ore:7, Dacite Galena Ore
undergroundbiomes:metamorphic_stone_techreborn_ore:0, Gneiss Galena Ore
undergroundbiomes:metamorphic_stone_techreborn_ore:1, Eclogite Galena Ore
undergroundbiomes:metamorphic_stone_techreborn_ore:2, Marble Galena Ore
undergroundbiomes:metamorphic_stone_techreborn_ore:3, Quartzite Galena Ore
undergroundbiomes:metamorphic_stone_techreborn_ore:4, Blue Schist Galena Ore
undergroundbiomes:metamorphic_stone_techreborn_ore:5, Green Schist Galena Ore
undergroundbiomes:metamorphic_stone_techreborn_ore:6, Soapstone Galena Ore
undergroundbiomes:metamorphic_stone_techreborn_ore:7, Migmatite Galena Ore
undergroundbiomes:sedimentary_stone_techreborn_ore:0, Limestone Galena Ore
undergroundbiomes:sedimentary_stone_techreborn_ore:1, Chalk Galena Ore
undergroundbiomes:sedimentary_stone_techreborn_ore:2, Shale Galena Ore
undergroundbiomes:sedimentary_stone_techreborn_ore:3, Siltstone Galena Ore
undergroundbiomes:sedimentary_stone_techreborn_ore:4, Lignite Block Galena Ore
undergroundbiomes:sedimentary_stone_techreborn_ore:5, Dolomite Galena Ore
undergroundbiomes:sedimentary_stone_techreborn_ore:6, Greywacke Galena Ore
undergroundbiomes:sedimentary_stone_techreborn_ore:7, Chert Galena Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore2.tin:0, Red Granite Tin Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore2.tin:1, Black Granite Tin Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore2.tin:2, Rhyolite Tin Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore2.tin:3, Andesite Tin Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore2.tin:4, Gabbro Tin Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore2.tin:5, Basalt Tin Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore2.tin:6, Komatiite Tin Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore2.tin:7, Dacite Tin Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore2.tin:0, Gneiss Tin Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore2.tin:1, Eclogite Tin Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore2.tin:2, Marble Tin Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore2.tin:3, Quartzite Tin Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore2.tin:4, Blue Schist Tin Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore2.tin:5, Green Schist Tin Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore2.tin:6, Soapstone Tin Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore2.tin:7, Migmatite Tin Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore2.tin:0, Limestone Tin Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore2.tin:1, Chalk Tin Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore2.tin:2, Shale Tin Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore2.tin:3, Siltstone Tin Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore2.tin:4, Lignite Block Tin Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore2.tin:5, Dolomite Tin Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore2.tin:6, Greywacke Tin Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore2.tin:7, Chert Tin Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:0, Red Granite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:1, Black Granite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:2, Rhyolite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:3, Andesite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:4, Gabbro Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:5, Basalt Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:6, Komatiite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:7, Dacite Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:0, Gneiss Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:1, Eclogite Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:2, Marble Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:3, Quartzite Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:4, Blue Schist Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:5, Green Schist Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:6, Soapstone Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:7, Migmatite Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:0, Limestone Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:1, Chalk Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:2, Shale Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:3, Siltstone Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:4, Lignite Block Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:5, Dolomite Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:6, Greywacke Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:7, Chert Uranium Ore
undergroundbiomes:igneous_stone_tile.for.resources.copper:0, Red Granite Copper Ore
undergroundbiomes:igneous_stone_tile.for.resources.copper:1, Black Granite Copper Ore
undergroundbiomes:igneous_stone_tile.for.resources.copper:2, Rhyolite Copper Ore
undergroundbiomes:igneous_stone_tile.for.resources.copper:3, Andesite Copper Ore
undergroundbiomes:igneous_stone_tile.for.resources.copper:4, Gabbro Copper Ore
undergroundbiomes:igneous_stone_tile.for.resources.copper:5, Basalt Copper Ore
undergroundbiomes:igneous_stone_tile.for.resources.copper:6, Komatiite Copper Ore
undergroundbiomes:igneous_stone_tile.for.resources.copper:7, Dacite Copper Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.copper:0, Gneiss Copper Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.copper:1, Eclogite Copper Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.copper:2, Marble Copper Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.copper:3, Quartzite Copper Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.copper:4, Blue Schist Copper Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.copper:5, Green Schist Copper Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.copper:6, Soapstone Copper Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.copper:7, Migmatite Copper Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.copper:0, Limestone Copper Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.copper:1, Chalk Copper Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.copper:2, Shale Copper Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.copper:3, Siltstone Copper Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.copper:4, Lignite Block Copper Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.copper:5, Dolomite Copper Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.copper:6, Greywacke Copper Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.copper:7, Chert Copper Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.bauxite:0, Red Granite Bauxite Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.bauxite:1, Black Granite Bauxite Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.bauxite:2, Rhyolite Bauxite Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.bauxite:3, Andesite Bauxite Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.bauxite:4, Gabbro Bauxite Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.bauxite:5, Basalt Bauxite Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.bauxite:6, Komatiite Bauxite Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.bauxite:7, Dacite Bauxite Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.bauxite:0, Gneiss Bauxite Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.bauxite:1, Eclogite Bauxite Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.bauxite:2, Marble Bauxite Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.bauxite:3, Quartzite Bauxite Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.bauxite:4, Blue Schist Bauxite Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.bauxite:5, Green Schist Bauxite Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.bauxite:6, Soapstone Bauxite Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.bauxite:7, Migmatite Bauxite Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.bauxite:0, Limestone Bauxite Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.bauxite:1, Chalk Bauxite Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.bauxite:2, Shale Bauxite Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.bauxite:3, Siltstone Bauxite Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.bauxite:4, Lignite Block Bauxite Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.bauxite:5, Dolomite Bauxite Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.bauxite:6, Greywacke Bauxite Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.bauxite:7, Chert Bauxite Ore
undergroundbiomes:igneous_stone_redstone_ore:0, Red Granite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:1, Black Granite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:2, Rhyolite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:3, Andesite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:4, Gabbro Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:5, Basalt Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:6, Komatiite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:7, Dacite Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:0, Gneiss Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:1, Eclogite Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:2, Marble Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:3, Quartzite Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:4, Blue Schist Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:5, Green Schist Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:6, Soapstone Redstone Ore
